Дата, дд.мм.гг	 Время, чч:мм:сс	               + мкс	  Время со старта, с	        Номер каналa	Тип информации  (АЭ)	      Амплитуда, АЦП	       Амплитуда, дБ	      Амплитуда, мкВ	  Ампл./Выбросы, мкВ	   Энергия*1e-24, Дж	         Энергия, дБ	      Энергия, MARSE	   Длительность, мкс	Время нарастания,мкс	      Число выбросов	Выбросы/Длительн,кГц	    Аппаратные флаги
06.10.23	            12:16:52	              429048	                1179	                  13	                (АЭ)	                  56	                44.7	               171.3	                34.3	            30848053	                74.9	           5554102.4	                 176	                   1	                   5	                  28	                 ---
06.10.23	            12:16:52	              429289	                1179	                  12	                (АЭ)	                  26	                38.0	                79.5	                39.8	            12091296	                70.8	           3477254.1	                   9	                   2	                   2	                 222	                 ---
06.10.23	            12:16:52	              429399	                1179	                  10	                (АЭ)	                  26	                38.0	                79.5	                15.9	            38909697	                75.9	           6237763.8	                 511	                   1	                   5	                   9	                 ---
06.10.23	            12:16:52	              429852	                1179	                  12	                (АЭ)	                  26	                38.0	                79.5	                79.5	            16274322	                72.1	           4034144.6	                   2	                   2	                   1	                 500	                 ---
06.10.23	            12:16:52	              429478	                1179	                  14	                (АЭ)	                  39	                41.5	               119.3	                17.0	            43448975	                76.4	           6591583.6	                 408	                   7	                   7	                  17	                 ---
06.10.23	            12:16:52	              429295	                1179	                  11	                (АЭ)	                  31	                39.5	                94.8	                 9.5	            48749602	                76.9	           6982091.5	                 839	                   8	                  10	                  11	                 ---
06.10.23	            12:16:52	              430267	                1179	                  09	                (АЭ)	                  21	                36.2	                64.2	                21.4	            25432232	                74.1	           5043037.9	                 271	                   1	                   3	                  11	                 ---
06.10.23	            12:16:52	              430835	                1179	                  13	                (АЭ)	                  21	                36.2	                64.2	                64.2	            14049788	                71.5	           3748304.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:52	              432363	                1179	                  13	                (АЭ)	                  23	                36.9	                70.4	                70.4	             7681530	                68.9	           2771557.4	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:52	              429259	                1179	                  15	                (АЭ)	                  30	                39.3	                91.8	                11.5	            31622598	                75.0	           5623397.4	                 394	                   1	                   8	                  20	                 ---
06.10.23	            12:16:52	              429739	                1179	                  07	                (АЭ)	                  22	                36.6	                67.3	                22.4	            19019337	                72.8	           4361116.5	                 145	                  49	                   3	                  20	                 ---
06.10.23	            12:16:52	              429659	                1179	                  04	                (АЭ)	                  23	                36.9	                70.4	                11.7	            35924187	                75.6	           5993679.0	                 370	                  10	                   6	                  16	                 ---
06.10.23	            12:16:52	              429072	                1179	                  08	                (АЭ)	                  62	                45.6	               189.7	                11.2	            93642765	                79.7	           9676919.2	                1429	                   8	                  17	                  11	                 ---
06.10.23	            12:16:52	              430649	                1179	                  04	                (АЭ)	                  29	                39.0	                88.7	                29.6	            26243084	                74.2	           5122800.4	                 501	                   2	                   3	                   5	                 ---
06.10.23	            12:16:52	              431362	                1179	                  02	                (АЭ)	                  21	                36.2	                64.2	                64.2	            10930368	                70.4	           3306110.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:52	              431741	                1179	                  04	                (АЭ)	                  27	                38.3	                82.6	                41.3	            13947975	                71.4	           3734698.8	                  10	                  10	                   2	                 200	                 ---
06.10.23	            12:16:52	              432000	                1179	                  01	                (АЭ)	                  22	                36.6	                67.3	                33.6	            15773119	                72.0	           3971538.6	                   5	                   4	                   2	                 400	                 ---
06.10.23	            12:16:52	              432303	                1179	                  08	                (АЭ)	                  21	                36.2	                64.2	                64.2	            11155236	                70.5	           3339945.5	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:52	              432554	                1179	                  01	                (АЭ)	                  22	                36.6	                67.3	                67.3	            13663124	                71.4	           3696366.4	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               53737	                1180	                  15	                (АЭ)	                 267	                58.2	               816.8	                 1.0	          8445202790	                99.3	          91897784.5	               14799	                 162	                 778	                  52	                 ---
06.10.23	            12:16:53	               69357	                1180	                  15	                (АЭ)	                  36	                40.8	               110.1	                36.7	            38560090	                75.9	           6209677.1	                 213	                  71	                   3	                  14	                 ---
06.10.23	            12:16:53	               70424	                1180	                  15	                (АЭ)	                  24	                37.3	                73.4	                14.7	            63938421	                78.1	           7996150.4	                1107	                   1	                   5	                   4	                 ---
06.10.23	            12:16:53	               53690	                1180	                  10	                (АЭ)	                 375	                61.2	              1147.1	                 1.6	         10328200160	               100.1	         101627752.9	               15018	                 159	                 729	                  48	                 ---
06.10.23	            12:16:53	               53689	                1180	                  09	                (АЭ)	                 501	                63.7	              1532.6	                 2.0	         13559684116	               101.3	         116446056.7	               16145	                 151	                 765	                  47	                 ---
06.10.23	            12:16:53	               53881	                1180	                  13	                (АЭ)	                 359	                60.8	              1098.2	                 1.4	          9972222283	               100.0	          99861014.8	               16105	                 260	                 768	                  47	                 ---
06.10.23	            12:16:53	               53898	                1180	                  06	                (АЭ)	                 165	                54.1	               504.7	                 0.8	          6257156200	                98.0	          79102188.3	               14742	                  16	                 654	                  44	                 ---
06.10.23	            12:16:53	               69624	                1180	                  06	                (АЭ)	                  22	                36.6	                67.3	                67.3	            20047103	                73.0	           4477399.2	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               70254	                1180	                  06	                (АЭ)	                  27	                38.3	                82.6	                82.6	            19171588	                72.8	           4378537.2	                   2	                   2	                   1	                 500	                 ---
06.10.23	            12:16:53	               71129	                1180	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            18938673	                72.8	           4351858.6	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               72129	                1180	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            16386710	                72.1	           4048050.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               53628	                1180	                  07	                (АЭ)	                 319	                59.8	               975.8	                 1.4	          6949002996	                98.4	          83360680.2	               14890	                 106	                 703	                  47	                 ---
06.10.23	            12:16:53	               53840	                1180	                  01	                (АЭ)	                 199	                55.7	               608.8	                 0.8	          8580261643	                99.3	          92629701.7	               15454	                 915	                 759	                  49	                 ---
06.10.23	            12:16:53	               53630	                1180	                  08	                (АЭ)	                 398	                61.7	              1217.5	                 1.3	         10373740414	               100.2	         101851560.7	               15905	                 105	                 915	                  57	                 ---
06.10.23	            12:16:53	               53871	                1180	                  02	                (АЭ)	                 218	                56.5	               666.9	                 0.9	          6798569198	                98.3	          82453436.5	               15822	                 501	                 758	                  47	                 ---
06.10.23	            12:16:53	               69388	                1180	                  07	                (АЭ)	                  25	                37.7	                76.5	                19.1	            53565309	                77.3	           7318832.5	                 701	                 411	                   4	                   5	                 ---
06.10.23	            12:16:53	               69944	                1180	                  01	                (АЭ)	                  29	                39.0	                88.7	                44.4	            34830823	                75.4	           5901764.4	                 311	                   3	                   2	                   6	                 ---
06.10.23	            12:16:53	               53769	                1180	                  03	                (АЭ)	                 178	                54.7	               544.5	                 0.8	          7260914004	                98.6	          85210997.0	               16582	                 658	                 673	                  40	                 ---
06.10.23	            12:16:53	               70353	                1180	                  08	                (АЭ)	                  24	                37.3	                73.4	                73.4	            17535846	                72.4	           4187582.4	                   1	                   2	                   1	                1000	                 ---
06.10.23	            12:16:53	               53755	                1180	                  04	                (АЭ)	                 224	                56.7	               685.2	                 0.8	          8789827233	                99.4	          93754078.5	               16611	                1151	                 833	                  50	                 ---
06.10.23	            12:16:53	               70643	                1180	                  07	                (АЭ)	                  23	                36.9	                70.4	                70.4	            16048238	                72.1	           4006025.2	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               71091	                1180	                  03	                (АЭ)	                  21	                36.2	                64.2	                64.2	            19822703	                73.0	           4452269.5	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               71387	                1180	                  07	                (АЭ)	                  21	                36.2	                64.2	                64.2	            14768841	                71.7	           3843025.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               71141	                1180	                  04	                (АЭ)	                  23	                36.9	                70.4	                23.5	            33254035	                75.2	           5766631.2	                 246	                   2	                   3	                  12	                 ---
06.10.23	            12:16:53	               71296	                1180	                  01	                (АЭ)	                  28	                38.7	                85.7	                28.6	            48372483	                76.8	           6955032.9	                 478	                 156	                   3	                   6	                 ---
06.10.23	            12:16:53	               71489	                1180	                  08	                (АЭ)	                  26	                38.0	                79.5	                39.8	            35057375	                75.4	           5920926.9	                 501	                   2	                   2	                   3	                 ---
06.10.23	            12:16:53	               71840	                1180	                  03	                (АЭ)	                  21	                36.2	                64.2	                32.1	            27323628	                74.4	           5227200.8	                 279	                   1	                   2	                   7	                 ---
06.10.23	            12:16:53	               72448	                1180	                  01	                (АЭ)	                  25	                37.7	                76.5	                76.5	            17850175	                72.5	           4224946.7	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:16:53	               73600	                1180	                  08	                (АЭ)	                  21	                36.2	                64.2	                64.2	            15557890	                71.9	           3944349.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               74111	                1180	                  03	                (АЭ)	                  21	                36.2	                64.2	                64.2	            12905517	                71.1	           3592425.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               53540	                1180	                  11	                (АЭ)	                 347	                60.5	              1061.5	                 1.3	          9590657489	                99.8	          97931902.3	               16897	                 445	                 787	                  46	                 ---
06.10.23	            12:16:53	               53540	                1180	                  12	                (АЭ)	                 236	                57.2	               721.9	                 0.9	          7304421558	                98.6	          85465908.7	               16989	                  51	                 794	                  46	                 ---
06.10.23	            12:16:53	               53594	                1180	                  14	                (АЭ)	                 396	                61.7	              1211.4	                 1.5	          8832853142	                99.5	          93983259.9	               17190	                  98	                 796	                  46	                 ---
06.10.23	            12:16:53	               71129	                1180	                  09	                (АЭ)	                  22	                36.6	                67.3	                67.3	            10660770	                70.3	           3265083.5	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               71268	                1180	                  11	                (АЭ)	                  22	                36.6	                67.3	                67.3	            22186575	                73.5	           4710262.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:16:53	               70729	                1180	                  10	                (АЭ)	                  25	                37.7	                76.5	                25.5	            43553876	                76.4	           6599536.0	                 544	                 543	                   3	                   5	                 ---
06.10.23	            12:16:53	               71595	                1180	                  14	                (АЭ)	                  22	                36.6	                67.3	                33.6	            20579281	                73.1	           4536439.2	                  48	                  49	                   2	                  41	                 ---
06.10.23	            12:16:53	               72650	                1180	                  09	                (АЭ)	                  22	                36.6	                67.3	                67.3	            15473108	                71.9	           3933587.2	                   2	                   1	                   1	                 500	                 ---
06.10.23	            12:16:53	               72704	                1180	                  14	                (АЭ)	                  22	                36.6	                67.3	                67.3	            18610869	                72.7	           4314031.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	               87799	                1268	                  15	                (АЭ)	                1551	                73.5	              4744.6	                 2.2	        178278283005	               112.5	         422230130.4	               24789	                1054	                2138	                  86	                 ---
06.10.23	            12:18:21	              113362	                1268	                  15	                (АЭ)	                  29	                39.0	                88.7	                 4.7	           160964776	                82.1	          12687189.5	                2694	                1664	                  19	                   7	                 ---
06.10.23	            12:18:21	               87831	                1268	                  06	                (АЭ)	                1647	                74.0	              5038.3	                 2.8	        113651769161	               110.6	         337122780.5	               27279	                  84	                1796	                  65	                 ---
06.10.23	            12:18:21	              117610	                1268	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            16135921	                72.1	           4016954.2	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              119045	                1268	                  06	                (АЭ)	                  22	                36.6	                67.3	                67.3	            14402109	                71.6	           3795011.1	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	               88010	                1268	                  04	                (АЭ)	                2528	                77.8	              7733.3	                 3.7	        208146711373	               113.2	         456230984.7	               24762	                 528	                2094	                  84	                 ---
06.10.23	            12:18:21	               87939	                1268	                  02	                (АЭ)	                1349	                72.3	              4126.7	                 2.0	        125865499470	               111.0	         354775280.2	               25296	                 976	                2090	                  82	                 ---
06.10.23	            12:18:21	              113848	                1268	                  02	                (АЭ)	                  22	                36.6	                67.3	                67.3	            18757412	                72.7	           4330982.9	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	               87967	                1268	                  07	                (АЭ)	                 985	                69.6	              3013.2	                 1.5	        128794796194	               111.1	         358879918.9	               26129	                 157	                2034	                  77	                 ---
06.10.23	            12:18:21	               87979	                1268	                  08	                (АЭ)	                2170	                76.4	              6638.1	                 3.0	        231092915937	               113.6	         480721245.6	               26198	                 530	                2229	                  85	                 ---
06.10.23	            12:18:21	              113517	                1268	                  04	                (АЭ)	                  31	                39.5	                94.8	                 7.3	           113065049	                80.5	          10633205.0	                1696	                   3	                  13	                   7	                 ---
06.10.23	            12:18:21	               87928	                1268	                  01	                (АЭ)	                1037	                70.0	              3172.2	                 1.6	        122886232047	               110.9	         350551325.8	               27475	                 790	                1936	                  70	                 ---
06.10.23	            12:18:21	               88033	                1268	                  03	                (АЭ)	                1517	                73.3	              4640.6	                 2.6	        117165487198	               110.7	         342294445.2	               27219	                 205	                1795	                  65	                 ---
06.10.23	            12:18:21	              115521	                1268	                  02	                (АЭ)	                  24	                37.3	                73.4	                73.4	            14424100	                71.6	           3797907.3	                   1	                   2	                   1	                1000	                 ---
06.10.23	            12:18:21	              115190	                1268	                  08	                (АЭ)	                  27	                38.3	                82.6	                13.8	            68286425	                78.3	           8263560.1	                 928	                  83	                   6	                   6	                 ---
06.10.23	            12:18:21	              115908	                1268	                  03	                (АЭ)	                  22	                36.6	                67.3	                33.6	            37880621	                75.8	           6154723.5	                 465	                 464	                   2	                   4	                 ---
06.10.23	            12:18:21	              115137	                1268	                  07	                (АЭ)	                  30	                39.3	                91.8	                11.5	            86172534	                79.4	           9282916.2	                1268	                  20	                   8	                   6	                 ---
06.10.23	            12:18:21	              116384	                1268	                  02	                (АЭ)	                  22	                36.6	                67.3	                67.3	            14795511	                71.7	           3846493.3	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              115996	                1268	                  04	                (АЭ)	                  24	                37.3	                73.4	                24.5	            34115981	                75.3	           5840888.8	                 490	                   2	                   3	                   6	                 ---
06.10.23	            12:18:21	              117144	                1268	                  08	                (АЭ)	                  24	                37.3	                73.4	                73.4	            20332329	                73.1	           4509138.4	                   2	                   2	                   1	                 500	                 ---
06.10.23	            12:18:21	              116206	                1268	                  01	                (АЭ)	                  27	                38.3	                82.6	                 8.3	           101026718	                80.0	          10051204.8	                2007	                 761	                  10	                   4	                 ---
06.10.23	            12:18:21	              118793	                1268	                  04	                (АЭ)	                  21	                36.2	                64.2	                64.2	            10203081	                70.1	           3194226.2	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              118913	                1268	                  08	                (АЭ)	                  21	                36.2	                64.2	                64.2	            13885185	                71.4	           3726283.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	               87872	                1268	                  14	                (АЭ)	                4460	                82.7	             13643.4	                 7.1	        383138807486	               115.8	         618982073.6	               25648	                 134	                1915	                  74	                 ---
06.10.23	            12:18:21	               87960	                1268	                  11	                (АЭ)	                2639	                78.1	              8072.8	                 4.2	        175323087564	               112.4	         418715998.7	               26225	                 970	                1923	                  73	                 ---
06.10.23	            12:18:21	               88031	                1268	                  13	                (АЭ)	                2319	                77.0	              7093.9	                 3.5	        258878450189	               114.1	         508800992.7	               26258	                 248	                2017	                  76	                 ---
06.10.23	            12:18:21	               87958	                1268	                  12	                (АЭ)	                1470	                73.1	              4496.8	                 2.2	        126408464364	               111.0	         355539680.4	               26509	                 394	                2002	                  75	                 ---
06.10.23	            12:18:21	              114180	                1268	                  14	                (АЭ)	                  35	                40.6	               107.1	                17.8	            70689132	                78.5	           8407682.9	                 798	                 330	                   6	                   7	                 ---
06.10.23	            12:18:21	               87783	                1268	                  09	                (АЭ)	                 912	                68.9	              2789.9	                 1.4	        110231834536	               110.4	         332011798.8	               27584	                 815	                2007	                  72	                 ---
06.10.23	            12:18:21	              114977	                1268	                  11	                (АЭ)	                  23	                36.9	                70.4	                23.5	            37634324	                75.8	           6134682.1	                 297	                   1	                   3	                  10	                 ---
06.10.23	            12:18:21	               87809	                1268	                  10	                (АЭ)	                2473	                77.6	              7565.0	                 3.9	        151089367854	               111.8	         388702158.3	               27609	                  75	                1919	                  69	                 ---
06.10.23	            12:18:21	              115919	                1268	                  12	                (АЭ)	                  21	                36.2	                64.2	                64.2	            19648836	                72.9	           4432700.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              115489	                1268	                  13	                (АЭ)	                  25	                37.7	                76.5	                15.3	            40372414	                76.1	           6353929.0	                 393	                 392	                   5	                  12	                 ---
06.10.23	            12:18:21	              116335	                1268	                  09	                (АЭ)	                  32	                39.8	                97.9	                48.9	            25685266	                74.1	           5068063.4	                  50	                   1	                   2	                  40	                 ---
06.10.23	            12:18:21	              116714	                1268	                  12	                (АЭ)	                  21	                36.2	                64.2	                64.2	            14744324	                71.7	           3839833.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              117136	                1268	                  13	                (АЭ)	                  23	                36.9	                70.4	                35.2	            20495716	                73.1	           4527219.4	                 141	                   1	                   2	                  14	                 ---
06.10.23	            12:18:21	              117383	                1268	                  12	                (АЭ)	                  21	                36.2	                64.2	                64.2	            15654088	                71.9	           3956524.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              116936	                1268	                  11	                (АЭ)	                  27	                38.3	                82.6	                20.6	            41903068	                76.2	           6473257.9	                 663	                 222	                   4	                   6	                 ---
06.10.23	            12:18:21	              117893	                1268	                  14	                (АЭ)	                  26	                38.0	                79.5	                79.5	            16549909	                72.2	           4068158.0	                   3	                   3	                   1	                 333	                 ---
06.10.23	            12:18:21	              118044	                1268	                  13	                (АЭ)	                  21	                36.2	                64.2	                64.2	            16599974	                72.2	           4074306.5	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              120726	                1268	                  10	                (АЭ)	                  22	                36.6	                67.3	                67.3	            11461423	                70.6	           3385472.4	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              119130	                1268	                  03	                (АЭ)	                  21	                36.2	                64.2	                32.1	            28921752	                74.6	           5377894.8	                 454	                   1	                   2	                   4	                 ---
06.10.23	            12:18:21	              119772	                1268	                  01	                (АЭ)	                  21	                36.2	                64.2	                64.2	            13094077	                71.2	           3618573.9	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:21	              120844	                1268	                  03	                (АЭ)	                  21	                36.2	                64.2	                64.2	            10889475	                70.4	           3299920.4	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:24	               34326	                1271	                  01	                (АЭ)	                  26	                38.0	                79.5	                79.5	            21287853	                73.3	           4613876.1	                   3	                   1	                   1	                 333	                 ---
06.10.23	            12:18:24	               33976	                1271	                  07	                (АЭ)	                  21	                36.2	                64.2	                64.2	            11041071	                70.4	           3322810.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:24	               34647	                1271	                  08	                (АЭ)	                  21	                36.2	                64.2	                64.2	             8787341	                69.4	           2964344.9	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:25	               42679	                1272	                  15	                (АЭ)	                 911	                68.9	              2786.8	                 1.5	        118644022756	               110.7	         344447416.5	               28180	                1039	                1886	                  66	                 ---
06.10.23	            12:18:25	               71524	                1272	                  15	                (АЭ)	                  25	                37.7	                76.5	                25.5	            28573829	                74.6	           5345449.4	                 192	                   1	                   3	                  15	                 ---
06.10.23	            12:18:25	               72645	                1272	                  15	                (АЭ)	                  26	                38.0	                79.5	                39.8	            27829979	                74.4	           5275412.6	                  87	                  85	                   2	                  22	                 ---
06.10.23	            12:18:25	               73408	                1272	                  15	                (АЭ)	                  26	                38.0	                79.5	                19.9	            41422451	                76.2	           6436027.6	                 402	                   1	                   4	                   9	                 ---
06.10.23	            12:18:25	               74365	                1272	                  15	                (АЭ)	                  22	                36.6	                67.3	                67.3	            17813492	                72.5	           4220603.3	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:25	               77150	                1272	                  15	                (АЭ)	                  21	                36.2	                64.2	                64.2	            15746824	                72.0	           3968226.8	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:25	               42690	                1272	                  06	                (АЭ)	                1259	                71.7	              3851.3	                 2.4	        100937827742	               110.0	         317707141.5	               30752	                 121	                1575	                  51	                 ---
06.10.23	            12:18:25	               74220	                1272	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            15566873	                71.9	           3945487.7	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:25	               75580	                1272	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            17360856	                72.4	           4166636.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:25	               76146	                1272	                  06	                (АЭ)	                  23	                36.9	                70.4	                70.4	            14800657	                71.7	           3847162.3	                   2	                   2	                   1	                 500	                 ---
06.10.23	            12:18:25	               78898	                1272	                  06	                (АЭ)	                  21	                36.2	                64.2	                64.2	            13759042	                71.4	           3709318.2	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:25	               42838	                1272	                  12	                (АЭ)	                 676	                66.3	              2067.9	                 1.2	         96604592593	               109.8	         310812793.5	               28476	                 373	                1741	                  61	                 ---
06.10.23	            12:18:25	               42907	                1272	                  13	                (АЭ)	                1342	                72.3	              4105.2	                 2.3	        134870238680	               111.3	         367246836.2	               29122	                 225	                1813	                  62	                 ---
06.10.23	            12:18:25	               42651	                1272	                  09	                (АЭ)	                 608	                65.4	              1859.9	                 1.1	         89401457525	               109.5	         299000765.1	               29807	                 935	                1724	                  57	                 ---
06.10.23	            12:18:25	               72897	                1272	                  12	                (АЭ)	                  21	                36.2	                64.2	                64.2	            17342327	                72.4	           4164412.0	                   1	                   1	                   1	                1000	                 ---
06.10.23	            12:18:25	               42735	                1272	                  14	                (АЭ)	                4071	                81.9	             12453.4	                 7.1	        253356235849	               114.0	         503345046.5	               30535	                 124	                1753	                  57	                 ---
06.10.23	            12:18:25	               73704	                1272	                  12	                (АЭ)	                  21	                36.2	                64.2	                64.2	            13656387	                71.4	           3695454.9	                   1	                   1	                   1	                1000	                 ---
