dset Тип Время,мкс Время,чч:мм:сс +мкс Номерканалa Амплитуда,дБ Энергия*1e-24,Дж Энергия,дБ Длительность,мкс Времянарастания,мкс Числовыбросов Выбросы/Длительн,кГц
2460 ev 12:14:44.615423 12:14:44 615423 13 38.7 22653623 73.6 3 1 1 333
2461 ev 12:14:44.615812 12:14:44 615812 6 36.6 45880878 76.6 252 154 3 11
2462 ev 12:14:44.615875 12:14:44 615875 8 36.2 19033093 72.8 1 1 1 1000
2463 ev 12:14:44.615903 12:14:44 615903 3 39.0 47421545 76.8 559 1 4 7
2464 ev 12:14:44.616078 12:14:44 616078 4 38.0 61982268 77.9 1231 2 4 3
2465 ev 12:14:44.616153 12:14:44 616153 12 36.9 23277319 73.7 205 2 2 9
2466 ev 12:14:44.616204 12:14:44 616204 2 36.2 14435797 71.6 1 1 1 1000
2467 ev 12:14:44.616207 12:14:44 616207 13 38.3 19373623 72.9 3 1 1 333
2468 ev 12:14:44.616441 12:14:44 616441 11 38.7 54589987 77.4 570 533 6 10
2469 ev 12:14:44.616462 12:14:44 616462 9 36.2 14759857 71.7 1 1 1 1000
2470 ev 12:14:44.616506 12:14:44 616506 14 37.3 27783283 74.4 276 276 2 7
2471 ev 12:14:44.616584 12:14:44 616584 15 37.7 17167337 72.3 2 1 1 500
2472 ev 12:14:44.616682 12:14:44 616682 8 36.9 18032184 72.6 1 1 1 1000
2473 ev 12:14:44.616851 12:14:44 616851 7 39.0 23751947 73.8 86 85 2 23
2474 ev 12:14:44.616854 12:14:44 616854 6 37.7 12954272 71.1 1 1 1 1000
2475 ev 12:14:44.616878 12:14:44 616878 13 37.7 45084810 76.5 718 717 4 5
2476 ev 12:14:44.616946 12:14:44 616946 1 38.0 66617744 78.2 968 237 5 5
2477 ev 12:14:44.617129 12:14:44 617129 9 36.2 20813600 73.2 1 1 1 1000
2478 ev 12:14:44.617210 12:14:44 617210 10 36.9 17791688 72.5 3 1 2 666
2479 ev 12:14:44.617328 12:14:44 617328 15 36.2 15282022 71.8 1 1 1 1000
2480 ev 12:14:44.617507 12:14:44 617507 6 38.0 20204314 73.1 2 2 1 500
2481 ev 12:14:44.617542 12:14:44 617542 7 38.0 16216304 72.1 2 1 1 500
2482 ev 12:14:44.617614 12:14:44 617614 8 36.9 17681360 72.5 1 2 1 1000
2483 ev 12:14:44.617658 12:14:44 617658 11 36.6 18581860 72.7 2 1 1 500
2484 ev 12:14:44.617875 12:14:44 617875 3 36.2 14044829 71.5 1 1 1 1000
2485 ev 12:14:44.618037 12:14:44 618037 9 36.9 16257853 72.1 1 1 1 1000
2486 ev 12:14:44.618056 12:14:44 618056 10 37.7 15321044 71.9 2 1 1 500
2487 ev 12:14:44.618288 12:14:44 618288 6 36.6 15392818 71.9 1 2 1 1000
2488 ev 12:14:44.618324 12:14:44 618324 14 36.9 15158780 71.8 1 1 1 1000
2489 ev 12:14:44.618362 12:14:44 618362 12 36.2 16612326 72.2 1 1 1 1000
2490 ev 12:14:44.618465 12:14:44 618465 3 38.0 20158555 73.0 115 1 4 34
2491 ev 12:14:44.618821 12:14:44 618821 1 36.9 23214154 73.7 57 55 2 35
2492 ev 12:14:44.619263 12:14:44 619263 13 36.2 11548076 70.6 1 1 1 1000
2493 le 12:14:52.189730 12:14:52 18973 14 72.6 62244996411 107.9 23946 38 1196 49
2494 ht 12:14:52.189800 12:14:52 18980 10 72.3 52935717608 107.2 26037 47 1209 46
2495 ht 12:14:52.190540 12:14:52 19054 9 63.6 34280842318 105.4 27376 87 1174 42
2496 ht 12:14:52.190620 12:14:52 19062 11 72.0 67064626265 108.3 24741 103 1178 47
2497 ev 12:14:52.191140 12:14:52 19114 12 61.4 30943150329 104.9 25487 313 1154 45
2498 ev 12:14:52.191590 12:14:52 19159 15 61.4 34183140517 105.3 25062 1316 1183 47
2499 ev 12:14:52.191740 12:14:52 19174 7 60.3 31221648593 104.9 23068 1337 1101 47
2500 ev 12:14:52.191760 12:14:52 19176 6 59.4 31463975062 105.0 25241 117 1048 41
2501 ev 12:14:52.192450 12:14:52 19245 8 68.0 50530677120 107.0 24869 232 1259 50
2502 ev 12:14:52.192820 12:14:52 19282 1 61.0 35756322089 105.5 26037 702 1170 44
2503 ev 12:14:52.192860 12:14:52 19286 3 63.6 35712110174 105.5 27362 251 1072 39
2504 ev 12:14:52.193870 12:14:52 19387 4 62.0 32772572564 105.2 23349 306 1212 51
2505 ev 12:14:52.194300 12:14:52 19430 13 60.3 31302896963 105.0 23685 537 1175 49
2506 ev 12:14:52.194890 12:14:52 19489 2 64.2 36808490649 105.7 22277 607 1027 46
2507 ev 12:14:52.424460 12:14:52 42446 2 38.0 93856029 79.7 1353 1353 8 5
2508 ev 12:14:52.427790 12:14:52 42779 7 39.8 179557304 82.5 2559 1193 21 8
2509 ev 12:14:52.433800 12:14:52 43380 4 39.3 72402824 78.6 733 33 8 10
2510 ev 12:14:52.435180 12:14:52 43518 14 38.7 57677497 77.6 391 140 3 7
2511 ev 12:14:52.437370 12:14:52 43737 13 38.0 89645772 79.5 898 418 12 13
2512 ev 12:14:52.447120 12:14:52 44712 2 38.3 51023265 77.1 670 437 7 10
2513 ev 12:14:52.447190 12:14:52 44719 14 36.6 25112195 74.0 3 2 2 666
2514 ev 12:14:52.448100 12:14:52 44810 8 38.0 73554488 78.7 986 3 5 5
2515 ev 12:14:52.448830 12:14:52 44883 15 38.0 21616124 73.3 4 1 1 250
2516 ev 12:14:52.449350 12:14:52 44935 11 39.0 91736209 79.6 1111 20 11 9
2517 ev 12:14:52.449520 12:14:52 44952 4 39.3 52112138 77.2 489 183 4 8
2518 ev 12:14:52.451610 12:14:52 45161 12 36.9 33898413 75.3 250 1 2 8
2519 ev 12:14:52.452820 12:14:52 45282 13 36.6 43814116 76.4 754 1 3 3
2520 ev 12:14:52.454900 12:14:52 45490 6 38.0 79974307 79.0 1016 335 7 6
2521 ev 12:14:52.456070 12:14:52 45607 14 36.2 21507293 73.3 59 1 2 33
2522 ev 12:14:52.458280 12:14:52 45828 15 37.7 27864790 74.5 289 1 2 6
2523 ev 12:14:52.458930 12:14:52 45893 1 37.3 39105088 75.9 408 286 3 7
2524 ev 12:14:52.462010 12:14:52 46201 4 36.2 19140895 72.8 3 1 2 666
2525 ev 12:14:52.462330 12:14:52 46233 12 36.2 31068336 74.9 197 1 2 10
2526 ev 12:14:52.464220 12:14:52 46422 8 38.0 45838393 76.6 701 701 5 7
2527 ev 12:14:52.467190 12:14:52 46719 11 36.2 22090096 73.4 1 1 1 1000
2528 ev 12:14:52.468190 12:14:52 46819 4 36.9 33842266 75.3 455 455 2 4
2529 ev 12:14:52.469150 12:14:52 46915 7 36.6 14572327 71.6 1 1 1 1000
2530 ev 12:14:52.470020 12:14:52 47002 1 37.7 29301117 74.7 111 108 2 18
2531 ev 12:14:52.473680 12:14:52 47368 9 36.6 31483635 75.0 363 362 2 5
2532 ev 12:14:52.473920 12:14:52 47392 3 36.9 47270603 76.7 674 672 4 5
2533 ev 12:14:52.477000 12:14:52 47700 10 36.2 14522918 71.6 1 1 1 1000
2534 ev 12:14:52.479450 12:14:52 47945 6 36.9 24299284 73.9 1 1 1 1000
2535 ev 12:14:52.479830 12:14:52 47983 12 36.2 13673418 71.4 1 1 1 1000
2536 ev 12:14:52.484060 12:14:52 48406 8 36.2 10354958 70.2 1 1 1 1000
2537 ev 12:14:52.484340 12:14:52 48434 7 37.3 10944124 70.4 2 1 1 500
2538 ev 12:14:52.484690 12:14:52 48469 10 40.1 19823920 73.0 5 3 1 200
2539 ev 12:14:52.486720 12:14:52 48672 6 37.3 14170784 71.5 2 2 1 500
2540 ev 12:14:52.489000 12:14:52 48900 1 36.2 28725426 74.6 431 1 2 4
2541 ev 12:14:52.496860 12:14:52 49686 15 36.2 12901400 71.1 1 1 1 1000
2542 ev 12:14:52.509820 12:14:52 50982 3 36.2 13203470 71.2 1 1 1 1000
2543 le 12:16:38.303320 12:16:38 303320 3 84.6 468042174022 116.7 32000 53 1873 58
2544 ht 12:16:38.303335 12:16:38 303335 4 90.9 753027556692 118.8 32000 56 2195 68
2545 ht 12:16:38.303387 12:16:38 303387 13 85.1 368634520472 115.7 32000 92 2110 65
2546 ht 12:16:38.303403 12:16:38 303403 7 77.6 305202157497 114.8 32000 97 2080 65
2547 ev 12:16:38.303405 12:16:38 303405 8 79.1 484604821642 116.9 32000 107 2348 73
2548 ev 12:16:38.303482 12:16:38 303482 2 89.5 640360646432 118.1 32000 139 2145 67
2549 ev 12:16:38.303486 12:16:38 303486 1 88.7 848994309204 119.3 32000 152 1967 61
2550 ev 12:16:38.303516 12:16:38 303516 6 72.6 242061328283 113.8 32000 456 1857 58
2551 ev 12:16:38.303520 12:16:38 303520 15 78.3 354041803919 115.5 32000 173 2190 68
2552 ev 12:16:38.303530 12:16:38 303530 11 74.6 302030647534 114.8 32000 197 1993 62
2553 ev 12:16:38.303537 12:16:38 303537 12 74.4 287271126568 114.6 32000 192 2094 65
2554 ev 12:16:38.303607 12:16:38 303607 10 76.0 334570518023 115.2 32000 537 1976 61
2555 ev 12:16:38.303618 12:16:38 303618 9 73.5 254518087551 114.1 31347 1084 2031 64
2556 ev 12:16:38.303649 12:16:38 303649 14 75.7 300456470480 114.8 32000 270 1992 62
2557 le 12:16:38.335388 12:16:38 335388 4 38.0 184846048 82.7 3277 225 21 6
2558 ht 12:16:38.335482 12:16:38 335482 3 41.1 306247765 84.9 4855 453 33 6
2559 ht 12:16:38.335482 12:16:38 335482 7 38.7 127436371 81.1 1507 754 10 6
2560 ht 12:16:38.335512 12:16:38 335512 13 40.3 180074416 82.6 2252 224 23 10
2561 ev 12:16:38.335520 12:16:38 335520 1 40.1 277359234 84.4 4043 433 30 7
2562 ev 12:16:38.335635 12:16:38 335635 9 39.0 116597241 80.7 1506 1 11 7
2563 ev 12:16:38.335641 12:16:38 335641 6 38.0 255357568 84.1 3781 591 27 7
2564 ev 12:16:38.335647 12:16:38 335647 8 39.0 94162590 79.7 1067 843 12 11
2565 ev 12:16:38.335691 12:16:38 335691 12 37.7 88395945 79.5 1041 494 9 8
2566 ev 12:16:38.335691 12:16:38 335691 10 36.6 38028006 75.8 135 1 3 22
2567 ev 12:16:38.335763 12:16:38 335763 2 37.3 68899267 78.4 1252 2 5 3
2568 ev 12:16:38.335785 12:16:38 335785 11 40.3 73874898 78.7 735 2 7 9
2569 ev 12:16:38.335810 12:16:38 335810 14 41.5 93661013 79.7 834 642 8 9
2570 ev 12:16:38.335988 12:16:38 335988 15 39.0 91173337 79.6 1247 1246 9 7
2571 ev 12:16:38.336428 12:16:38 336428 10 36.6 35207381 75.5 235 1 2 8
2572 ev 12:16:38.337263 12:16:38 337263 11 39.8 67969664 78.3 664 3 6 9
2573 ev 12:16:38.337402 12:16:38 337402 12 37.3 41211340 76.2 491 1 3 6
2574 ev 12:16:38.337686 12:16:38 337686 10 38.0 31858882 75.0 5 2 1 200
2575 ev 12:16:38.337845 12:16:38 337845 14 36.9 26909733 74.3 1 1 1 1000
2576 ev 12:16:38.337896 12:16:38 337896 15 36.2 23687097 73.7 1 1 1 1000
2577 ev 12:16:38.337933 12:16:38 337933 9 38.7 28493727 74.5 231 230 2 8
2578 ev 12:16:38.338147 12:16:38 338147 8 36.2 20849627 73.2 1 1 1 1000
2579 ev 12:16:38.338304 12:16:38 338304 7 37.3 22513630 73.5 87 1 2 22
2580 ev 12:16:38.338402 12:16:38 338402 14 38.3 24249407 73.8 32 3 2 62
2581 ev 12:16:38.338574 12:16:38 338574 15 37.3 25951028 74.1 280 1 2 7
2582 ev 12:16:38.338604 12:16:38 338604 10 36.6 15088877 71.8 1 1 1 1000
2583 ev 12:16:38.338708 12:16:38 338708 13 36.6 12798839 71.1 1 1 1 1000
2584 ev 12:16:38.338723 12:16:38 338723 8 38.0 40777138 76.1 441 4 6 13
2585 ev 12:16:38.338737 12:16:38 338737 11 39.3 50258827 77.0 473 2 4 8
2586 ev 12:16:38.339024 12:16:38 339024 2 36.6 46171718 76.6 969 131 4 4
2587 ev 12:16:38.339059 12:16:38 339059 7 38.0 23009687 73.6 5 2 1 200
2588 ev 12:16:38.339137 12:16:38 339137 14 36.2 16096524 72.1 1 1 1 1000
2589 ev 12:16:38.339172 12:16:38 339172 10 36.6 19129946 72.8 1 1 1 1000
2590 ev 12:16:38.339259 12:16:38 339259 4 36.2 17564762 72.4 1 1 1 1000
2591 ev 12:16:38.339344 12:16:38 339344 12 36.6 19718738 72.9 2 2 1 500
2592 ev 12:16:38.339469 12:16:38 339469 15 36.9 14722052 71.7 2 1 1 500
2593 ev 12:16:38.339615 12:16:38 339615 9 36.6 25809818 74.1 142 1 2 14
2594 ev 12:16:38.339921 12:16:38 339921 8 36.2 20535112 73.1 1 1 1 1000
2595 ev 12:16:38.340245 12:16:38 340245 1 36.9 30657248 74.9 70 1 2 28
2596 ev 12:16:38.340487 12:16:38 340487 14 39.0 20746411 73.2 53 3 2 37
2597 ev 12:16:38.340498 12:16:38 340498 8 37.7 18246290 72.6 3 3 1 333
2598 ev 12:16:38.340626 12:16:38 340626 13 36.9 16328223 72.1 2 1 1 500
2599 ev 12:16:38.340722 12:16:38 340722 10 36.6 11220741 70.5 2 1 1 500
2600 ev 12:16:38.340857 12:16:38 340857 15 36.2 19482454 72.9 1 1 1 1000
2601 ev 12:16:38.341330 12:16:38 341330 9 38.3 20823332 73.2 34 1 2 58
2602 ev 12:16:38.341563 12:16:38 341563 1 36.2 15055564 71.8 3 1 2 666
2603 ev 12:16:38.342174 12:16:38 342174 6 36.6 14877111 71.7 1 1 1 1000
2604 ev 12:16:38.342196 12:16:38 342196 15 36.9 15165986 71.8 1 1 1 1000
2605 ev 12:16:38.342203 12:16:38 342203 1 36.9 20807611 73.2 100 1 2 20
2606 ev 12:16:38.343216 12:16:38 343216 14 36.2 14517771 71.6 1 1 1 1000
2607 ev 12:16:38.344049 12:16:38 344049 9 36.6 8923122 69.5 1 1 1 1000
2608 ev 12:16:38.352143 12:16:38 352143 4 36.6 5319717 67.3 1 2 1 1000
2609 le 12:16:38.495057 12:16:38 495057 3 39.8 24643183 73.9 505 492 3 5
2610 ht 12:16:38.495074 12:16:38 495074 4 45.7 85671330 79.3 1903 493 14 7
2611 ht 12:16:38.495165 12:16:38 495165 13 37.7 13689700 71.4 500 491 3 6
2612 ht 12:16:38.495295 12:16:38 495295 2 39.8 27941336 74.5 509 502 5 9
2613 ev 12:16:38.495322 12:16:38 495322 1 41.1 92128300 79.6 1132 582 15 13
2614 ev 12:16:38.495679 12:16:38 495679 7 36.2 7792794 68.9 1 1 1 1000
2615 ev 12:16:38.496463 12:16:38 496463 8 36.9 9705527 69.9 1 2 1 1000
2616 ev 12:16:38.497224 12:16:38 497224 1 37.3 16515941 72.2 21 1 2 95
2617 ev 12:16:38.498314 12:16:38 498314 4 38.7 10506648 70.2 2 2 1 500
2618 ev 12:16:39.690190 12:16:39 69019 7 50.6 293781503 84.7 89 29 6 67
2619 ev 12:16:39.690260 12:16:39 69026 11 52.3 312930258 85.0 84 28 6 71
2620 ev 12:16:39.690710 12:16:39 69071 8 51.0 235551896 83.7 112 9 7 62
2621 ev 12:16:39.690810 12:16:39 69081 12 57.6 2527158919 94.0 12409 2094 378 30
2622 ev 12:16:39.692170 12:16:39 69217 14 55.2 3276538728 95.2 11224 2121 349 31
2623 ev 12:16:39.692250 12:16:39 69225 3 46.7 155927571 81.9 140 58 8 57
2624 ev 12:16:39.692260 12:16:39 69226 6 52.1 3173507103 95.0 14353 2094 405 28
2625 ev 12:16:39.692320 12:16:39 69232 10 51.9 3177244512 95.0 13952 2133 405 29
2626 ev 12:16:39.692500 12:16:39 69250 4 54.9 2956297789 94.7 13870 2094 446 32
2627 ev 12:16:39.692980 12:16:39 69298 15 53.7 3225203287 95.1 12845 2093 421 32
2628 ev 12:16:39.693000 12:16:39 69300 9 54.4 3363558984 95.3 11806 2275 390 33
2629 ev 12:16:39.693450 12:16:39 69345 2 52.2 2268228827 93.6 9958 2431 336 33
2630 ev 12:16:39.694110 12:16:39 69411 1 52.2 3853234623 95.9 14559 2337 470 32
2631 ev 12:16:39.694250 12:16:39 69425 13 57.9 3414377781 95.3 12791 2093 384 30
2632 ev 12:16:39.697650 12:16:39 69765 11 60.3 3258973217 95.1 12523 1355 399 31
2633 ev 12:16:39.697760 12:16:39 69776 7 58.5 2826346512 94.5 10672 1338 363 34
2634 ev 12:16:39.697920 12:16:39 69792 8 58.5 3648108744 95.6 13207 1373 451 34
2635 ev 12:16:39.700200 12:16:39 70020 3 51.2 2589497438 94.1 13057 1312 369 28
2636 ev 12:16:39.798790 12:16:39 79879 2 38.0 38525841 75.9 277 186 5 18
2637 ev 12:16:39.806890 12:16:39 80689 2 36.6 61422298 77.9 656 2 6 9
2638 ev 12:16:39.810460 12:16:39 81046 7 37.7 49253800 76.9 562 371 5 8
2639 ev 12:16:39.817510 12:16:39 81751 14 39.8 121640435 80.9 1982 263 12 6
2640 ev 12:16:39.819630 12:16:39 81963 2 36.6 15185543 71.8 2 2 1 500
2641 ev 12:16:39.821240 12:16:39 82124 9 38.3 74967888 78.7 1110 1 6 5
2642 ev 12:16:39.822950 12:16:39 82295 7 37.3 34624577 75.4 146 1 3 20
2643 ev 12:16:39.823360 12:16:39 82336 12 39.3 71356717 78.5 1343 139 6 4
2644 ev 12:16:39.827620 12:16:39 82762 13 37.7 49635598 77.0 625 1 4 6
2645 ev 12:16:39.830050 12:16:39 83005 11 38.0 66298456 78.2 1105 640 6 5
2646 ev 12:16:39.838010 12:16:39 83801 15 36.6 16053759 72.1 2 1 1 500
2647 ev 12:16:39.838130 12:16:39 83813 9 36.9 17111751 72.3 3 1 2 666
2648 ev 12:16:39.839160 12:16:39 83916 8 38.7 24130376 73.8 3 3 1 333
2649 ev 12:16:39.839410 12:16:39 83941 13 37.7 29331436 74.7 192 190 2 10
2650 ev 12:16:39.840170 12:16:39 84017 10 37.7 15606550 71.9 2 1 1 500
2651 ev 12:16:39.845750 12:16:39 84575 1 36.6 17603129 72.5 1 1 1 1000
2652 ev 12:16:39.845830 12:16:39 84583 14 36.2 21682284 73.4 1 1 1 1000
2653 ev 12:16:39.845900 12:16:39 84590 3 36.6 13966130 71.5 1 1 1 1000
2654 ev 12:16:39.846730 12:16:39 84673 9 37.3 30500786 74.8 330 329 3 9
2655 ev 12:16:39.847130 12:16:39 84713 8 37.7 17460890 72.4 2 2 1 500
2656 ev 12:16:39.847230 12:16:39 84723 7 36.9 11392550 70.6 2 1 1 500
2657 ev 12:16:39.851040 12:16:39 85104 11 36.9 24261385 73.8 408 1 2 4
2658 ev 12:16:39.851720 12:16:39 85172 1 37.3 42898362 76.3 457 54 3 6
2659 ev 12:16:39.852620 12:16:39 85262 3 37.7 18067650 72.6 3 1 1 333
2660 ev 12:16:39.852750 12:16:39 85275 15 36.2 13412242 71.3 1 1 1 1000
2661 ev 12:16:39.853470 12:16:39 85347 14 36.2 16442856 72.2 1 1 1 1000
2662 ev 12:16:39.856060 12:16:39 85606 4 36.6 11771821 70.7 2 2 1 500
2663 ev 12:16:39.861360 12:16:39 86136 11 37.3 15657550 71.9 24 1 2 83
2664 ev 12:16:39.868400 12:16:39 86840 6 36.6 24756318 73.9 441 4 3 6
2665 ev 12:16:42.747178 12:16:42 747178 1 36.2 4398536 66.4 1 1 1 1000
2666 ev 12:16:42.832597 12:16:42 832597 4 36.9 3726273 65.7 1 1 1 1000
2667 ev 12:16:42.832859 12:16:42 832859 1 36.6 4622843 66.6 1 1 1 1000
2668 ev 12:16:42.833074 12:16:42 833074 2 36.9 4815894 66.8 1 1 1 1000
2669 ev 12:16:42.836980 12:16:42 836980 3 37.3 3515442 65.5 1 1 1 1000
2670 ev 12:16:42.836981 12:16:42 836981 4 42.2 7526752 68.8 10 2 2 200
2671 ev 12:16:42.837091 12:16:42 837091 8 41.1 7567459 68.8 10 3 2 200
2672 ev 12:16:42.837093 12:16:42 837093 7 38.3 3717757 65.7 1 1 1 1000
2673 ev 12:16:42.837098 12:16:42 837098 13 37.3 5841695 67.7 1 1 1 1000
2674 ev 12:16:42.837219 12:16:42 837219 2 39.8 12589598 71.0 245 241 3 12
2675 ev 12:16:42.837228 12:16:42 837228 1 37.3 9294533 69.7 18 1 2 111
2676 ev 12:16:42.837274 12:16:42 837274 15 36.2 7186784 68.6 1 1 1 1000
2677 ev 12:16:42.837504 12:16:42 837504 14 36.9 4312819 66.3 1 2 1 1000
2678 le 12:16:43.228851 12:16:43 228851 4 39.0 18964875 72.8 16 1 2 125
2679 ht 12:16:43.229098 12:16:43 229098 1 43.0 149713810 81.8 1519 1427 25 16
2680 ht 12:16:43.229412 12:16:43 229412 4 40.6 42235831 76.3 263 263 8 30
2681 ht 12:16:43.229637 12:16:43 229637 3 41.5 42724307 76.3 569 542 5 8
2682 ev 12:16:43.230212 12:16:43 230212 4 39.5 17016302 72.3 30 3 2 66
2683 ev 12:16:43.230263 12:16:43 230263 13 39.3 10006474 70.0 2 1 1 500
2684 ev 12:16:43.230390 12:16:43 230390 2 36.9 17219553 72.4 1 2 1 1000
2685 ev 12:16:43.230925 12:16:43 230925 8 36.9 12399167 70.9 6 1 2 333
2686 ev 12:16:43.232181 12:16:43 232181 4 36.6 8164860 69.1 1 1 1 1000
2687 ev 12:16:43.233019 12:16:43 233019 3 39.8 15097112 71.8 23 1 3 130
2688 ev 12:16:43.233019 12:16:43 233019 4 43.3 55747920 77.5 1001 27 8 7
2689 ev 12:16:43.233137 12:16:43 233137 13 36.2 9433403 69.7 1 1 1 1000
2690 ev 12:16:43.233291 12:16:43 233291 1 41.3 115101211 80.6 1096 1038 14 12
2691 ev 12:16:43.233550 12:16:43 233550 2 36.6 11138579 70.5 1 1 1 1000
2692 ev 12:16:43.233938 12:16:43 233938 3 38.7 26040114 74.2 75 29 6 80
2693 ev 12:16:43.234223 12:16:43 234223 2 37.3 15075777 71.8 1 1 1 1000
2694 ev 12:16:43.234758 12:16:43 234758 8 38.0 15143527 71.8 2 2 1 500
2695 ev 12:16:43.234961 12:16:43 234961 3 36.2 19773762 73.0 1 1 1 1000
2696 ev 12:16:43.235323 12:16:43 235323 1 38.0 23814457 73.8 162 1 2 12
2697 ev 12:16:43.235791 12:16:43 235791 8 36.2 11624717 70.7 1 1 1 1000
2698 ev 12:16:43.235837 12:16:43 235837 4 36.2 10789627 70.3 1 1 1 1000
2699 ev 12:16:43.236334 12:16:43 236334 1 37.3 9255043 69.7 1 1 1 1000
2700 ev 12:16:43.258231 12:16:43 258231 3 77.0 202403522329 113.1 28386 82 1622 57
2701 ev 12:16:43.258253 12:16:43 258253 4 81.4 270652565114 114.3 29605 62 1914 64
2702 ev 12:16:43.258310 12:16:43 258310 13 81.5 135917069088 111.3 28565 86 1810 63
2703 ev 12:16:43.258316 12:16:43 258316 7 76.0 147365313426 111.7 27360 97 1818 66
2704 ev 12:16:43.258321 12:16:43 258321 8 77.2 240329113570 113.8 30318 739 2041 67
2705 ev 12:16:43.258384 12:16:43 258384 2 80.0 193252094871 112.9 29576 135 1901 64
2706 ev 12:16:43.258402 12:16:43 258402 1 78.6 289234268837 114.6 32000 159 1731 54
2707 ev 12:16:43.258421 12:16:43 258421 6 70.9 108672003912 110.4 30380 177 1592 52
2708 ev 12:16:43.258438 12:16:43 258438 15 76.0 166694409831 112.2 28425 359 1872 65
2709 ev 12:16:43.258450 12:16:43 258450 11 72.3 138028941382 111.4 28659 193 1778 62
2710 ev 12:16:43.258451 12:16:43 258451 12 71.9 123856290665 110.9 27480 741 1774 64
2711 ev 12:16:43.258520 12:16:43 258520 10 71.4 128259949558 111.1 29625 235 1701 57
2712 ev 12:16:43.258534 12:16:43 258534 9 70.0 116513832678 110.7 28178 1331 1733 61
2713 ev 12:16:43.258572 12:16:43 258572 14 73.3 125435068009 111.0 29885 258 1697 56
2714 ev 12:16:43.286433 12:16:43 286433 7 39.0 76141355 78.8 810 459 5 6
2715 ev 12:16:43.286624 12:16:43 286624 12 38.3 29713702 74.7 67 3 2 29
2716 ev 12:16:43.287150 12:16:43 287150 3 38.3 161666704 82.1 1983 449 22 11
2717 ev 12:16:43.287266 12:16:43 287266 9 38.3 71612184 78.5 980 977 3 3
2718 ev 12:16:43.287429 12:16:43 287429 12 38.0 44516137 76.5 510 2 5 9
2719 ev 12:16:43.287482 12:16:43 287482 13 42.0 68820942 78.4 656 87 9 13
2720 ev 12:16:43.287709 12:16:43 287709 15 36.6 22045834 73.4 1 1 1 1000
2721 ev 12:16:43.287797 12:16:43 287797 11 38.3 46663938 76.7 389 283 4 10
2722 ev 12:16:43.287997 12:16:43 287997 7 36.9 58594560 77.7 705 1 5 7
2723 ev 12:16:43.288294 12:16:43 288294 15 38.0 88013773 79.4 1367 1 7 5
2724 ev 12:16:43.288463 12:16:43 288463 4 38.7 43066054 76.3 362 361 4 11
2725 ev 12:16:43.288655 12:16:43 288655 12 37.7 40115355 76.0 297 273 3 10
2726 ev 12:16:43.288813 12:16:43 288813 2 36.9 24674250 73.9 82 2 2 24
2727 ev 12:16:43.288938 12:16:43 288938 9 36.6 21443567 73.3 1 1 1 1000
2728 ev 12:16:43.289110 12:16:43 289110 13 38.0 26104495 74.2 58 23 3 51
2729 ev 12:16:43.289354 12:16:43 289354 8 36.9 42097803 76.2 313 28 3 9
2730 ev 12:16:43.289459 12:16:43 289459 10 36.2 15657083 71.9 1 1 1 1000
2731 ev 12:16:43.289515 12:16:43 289515 14 37.7 19870428 73.0 2 2 1 500
2732 ev 12:16:43.289547 12:16:43 289547 6 36.2 41311655 76.2 376 1 2 5
2733 ev 12:16:43.289612 12:16:43 289612 12 36.2 23526985 73.7 1 1 1 1000
2734 ev 12:16:43.289726 12:16:43 289726 9 36.2 19636671 72.9 1 1 1 1000
2735 ev 12:16:43.289739 12:16:43 289739 11 39.3 45092484 76.5 392 1 3 7
2736 ev 12:16:43.289755 12:16:43 289755 13 38.7 20998042 73.2 3 2 1 333
2737 ev 12:16:43.289860 12:16:43 289860 7 38.3 16439300 72.2 2 1 1 500
2738 ev 12:16:43.289975 12:16:43 289975 4 37.3 12539066 71.0 2 2 1 500
2739 ev 12:16:43.289997 12:16:43 289997 3 39.3 21310031 73.3 5 2 1 200
2740 ev 12:16:43.290006 12:16:43 290006 10 36.2 18410145 72.7 1 1 1 1000
2741 ev 12:16:43.290089 12:16:43 290089 14 39.0 19828412 73.0 3 3 1 333
2742 ev 12:16:43.290314 12:16:43 290314 8 39.3 25814497 74.1 30 29 2 66
2743 ev 12:16:43.290598 12:16:43 290598 3 36.2 14398179 71.6 1 1 1 1000
2744 ev 12:16:43.290614 12:16:43 290614 1 36.2 32378707 75.1 466 1 3 6
2745 ev 12:16:43.290762 12:16:43 290762 6 38.0 30053858 74.8 123 122 2 16
2746 ev 12:16:43.290875 12:16:43 290875 11 37.3 26553669 74.2 257 1 2 7
2747 ev 12:16:43.290898 12:16:43 290898 9 36.9 35827522 75.5 600 478 3 5
2748 ev 12:16:43.290971 12:16:43 290971 2 36.6 16672964 72.2 3 4 2 666
2749 ev 12:16:43.291547 12:16:43 291547 14 36.6 15434367 71.9 1 1 1 1000
2750 ev 12:16:43.291591 12:16:43 291591 2 36.2 12847967 71.1 1 1 1 1000
2751 ev 12:16:43.291749 12:16:43 291749 4 36.6 11713990 70.7 1 1 1 1000
2752 ev 12:16:43.291818 12:16:43 291818 1 38.0 20812851 73.2 27 2 2 74
2753 ev 12:16:43.291886 12:16:43 291886 7 36.6 11768265 70.7 1 1 1 1000
2754 ev 12:16:43.292408 12:16:43 292408 1 36.9 14788586 71.7 1 1 1 1000
2755 ev 12:16:43.292417 12:16:43 292417 11 36.2 14780445 71.7 1 1 1 1000
