dset Тип Время,мкс Время,чч:мм:сс +мкс Номерканалa Амплитуда,дБ Энергия*1e-24,Дж Энергия,дБ Длительность,мкс Времянарастания,мкс Числовыбросов Выбросы/Длительн,кГц
2164 ev 12:13:06.913549 12:13:06 913549 13 38.7 5300627 67.2 2 1 1 500
2165 ev 12:13:06.934109 12:13:06 934109 7 45.8 44570413 76.5 42 18 6 142
2166 ev 12:13:06.934292 12:13:06 934292 6 38.0 10371053 70.2 8 1 2 250
2167 ev 12:13:06.934345 12:13:06 934345 8 39.5 11994162 70.8 8 8 2 250
2168 ev 12:13:06.934393 12:13:06 934393 2 39.0 10149929 70.1 17 7 3 176
2169 ev 12:13:06.934440 12:13:06 934440 4 38.7 16084640 72.1 419 8 4 9
2170 ev 12:13:06.934490 12:13:06 934490 14 38.7 10662548 70.3 1 2 1 1000
2171 ev 12:13:06.934512 12:13:06 934512 13 47.9 37291829 75.7 37 8 6 162
2172 ev 12:13:06.934537 12:13:06 934537 15 38.7 11075508 70.4 70 1 3 42
2173 ev 12:13:06.934581 12:13:06 934581 9 38.7 15010553 71.8 133 131 2 15
2174 ev 12:13:06.934583 12:13:06 934583 1 39.0 22568373 73.5 189 1 6 31
2175 ev 12:13:06.935015 12:13:06 935015 8 41.1 12540564 71.0 9 9 2 222
2176 ev 12:13:07.140866 12:13:07 140866 7 38.7 5063314 67.0 2 1 1 500
2177 ev 12:13:07.141271 12:13:07 141271 13 37.7 3447598 65.4 1 1 1 1000
2178 ev 12:13:07.147958 12:13:07 147958 7 40.3 7868686 69.0 10 8 2 200
2179 ev 12:13:07.717831 12:13:07 717831 7 36.9 3377788 65.3 1 1 1 1000
2180 le 12:13:08.117812 12:13:08 117812 7 82.4 233071612634 113.7 27713 32 1164 42
2181 ht 12:13:08.117966 12:13:08 117966 3 68.6 63967664961 108.1 26934 96 1089 40
2182 ht 12:13:08.117972 12:13:08 117972 8 68.1 74185000276 108.7 26203 98 1232 47
2183 ht 12:13:08.117975 12:13:08 117975 6 65.9 73277360280 108.6 25807 133 1103 42
2184 ev 12:13:08.117985 12:13:08 117985 11 65.1 51484668036 107.1 28860 66 1144 39
2185 ev 12:13:08.118028 12:13:08 118028 12 62.8 42925312915 106.3 27562 133 1124 40
2186 ev 12:13:08.118030 12:13:08 118030 4 64.5 44723144089 106.5 25956 139 1191 45
2187 ev 12:13:08.118033 12:13:08 118033 10 62.0 51655607282 107.1 27365 811 1126 41
2188 ev 12:13:08.118034 12:13:08 118034 2 62.8 37129077640 105.7 25394 134 1083 42
2189 ev 12:13:08.118087 12:13:08 118087 14 58.2 40107554236 106.0 28546 478 1207 42
2190 ev 12:13:08.118098 12:13:08 118098 13 60.4 37805097509 105.8 29114 292 1153 39
2191 ev 12:13:08.118124 12:13:08 118124 15 64.8 61258019936 107.9 25418 300 1134 44
2192 ev 12:13:08.118152 12:13:08 118152 9 66.2 50423571581 107.0 24169 212 1105 45
2193 ev 12:13:08.118154 12:13:08 118154 1 70.2 104568255875 110.2 29707 376 1188 39
2194 ev 12:13:08.142854 12:13:08 142854 9 40.1 243953509 83.9 2704 1549 26 9
2195 ev 12:13:08.144094 12:13:08 144094 2 36.2 24566729 73.9 4 1 2 500
2196 ev 12:13:08.144128 12:13:08 144128 15 39.0 118262085 80.7 1535 1 13 8
2197 ev 12:13:08.144492 12:13:08 144492 6 40.1 266196043 84.3 3482 1402 32 9
2198 ev 12:13:08.144769 12:13:08 144769 8 37.3 36157196 75.6 251 222 3 11
2199 ev 12:13:08.144968 12:13:08 144968 2 37.3 93816820 79.7 1490 737 6 4
2200 ev 12:13:08.145380 12:13:08 145380 4 40.8 28668156 74.6 7 4 1 142
2201 ev 12:13:08.145596 12:13:08 145596 3 39.3 147675309 81.7 1611 536 17 10
2202 ev 12:13:08.145717 12:13:08 145717 8 39.0 153217929 81.9 1973 1135 15 7
2203 ev 12:13:08.145977 12:13:08 145977 10 36.9 18560618 72.7 1 1 1 1000
2204 ev 12:13:08.146045 12:13:08 146045 4 37.7 31675657 75.0 270 3 4 14
2205 ev 12:13:08.146223 12:13:08 146223 9 37.3 33327494 75.2 57 56 3 52
2206 ev 12:13:08.146266 12:13:08 146266 15 36.9 20175679 73.0 1 1 1 1000
2207 ev 12:13:08.146674 12:13:08 146674 12 38.3 69120392 78.4 756 3 7 9
2208 ev 12:13:08.146696 12:13:08 146696 7 37.3 56066647 77.5 737 736 3 4
2209 ev 12:13:08.147025 12:13:08 147025 15 38.7 61295313 77.9 824 491 5 6
2210 ev 12:13:08.147031 12:13:08 147031 2 36.2 19926481 73.0 1 1 1 1000
2211 ev 12:13:08.147216 12:13:08 147216 9 36.2 25551543 74.1 1 1 1 1000
2212 ev 12:13:08.147261 12:13:08 147261 14 36.9 38666488 75.9 392 2 3 7
2213 ev 12:13:08.147716 12:13:08 147716 11 36.9 31850554 75.0 98 96 2 20
2214 ev 12:13:08.147780 12:13:08 147780 9 36.2 15687121 72.0 1 1 1 1000
2215 ev 12:13:08.147813 12:13:08 147813 2 37.3 28875992 74.6 194 193 2 10
2216 ev 12:13:08.147958 12:13:08 147958 4 36.6 28425976 74.5 314 1 2 6
2217 ev 12:13:08.147996 12:13:08 147996 7 36.2 21001879 73.2 1 1 1 1000
2218 ev 12:13:08.148080 12:13:08 148080 12 36.9 31941979 75.0 422 1 2 4
2219 ev 12:13:08.148251 12:13:08 148251 13 36.9 19781997 73.0 1 1 1 1000
2220 ev 12:13:08.148419 12:13:08 148419 1 37.7 47330680 76.8 425 1 2 4
2221 ev 12:13:08.148478 12:13:08 148478 11 36.2 21376845 73.3 3 1 2 666
2222 ev 12:13:08.148630 12:13:08 148630 9 36.6 16731731 72.2 1 1 1 1000
2223 ev 12:13:08.148748 12:13:08 148748 14 37.7 26912260 74.3 28 4 2 71
2224 ev 12:13:08.149021 12:13:08 149021 3 36.6 33693009 75.3 268 267 2 7
2225 ev 12:13:08.149038 12:13:08 149038 4 36.2 22868945 73.6 1 1 1 1000
2226 ev 12:13:08.149164 12:13:08 149164 12 36.2 16036354 72.1 1 1 1 1000
2227 ev 12:13:08.149203 12:13:08 149203 9 37.7 22888971 73.6 2 1 1 500
2228 ev 12:13:08.149259 12:13:08 149259 13 37.7 12141547 70.8 2 1 1 500
2229 ev 12:13:08.149669 12:13:08 149669 1 36.2 25024981 74.0 1 1 1 1000
2230 ev 12:13:08.149817 12:13:08 149817 4 36.6 14149917 71.5 1 2 1 1000
2231 ev 12:13:08.149988 12:13:08 149988 12 37.3 12530551 71.0 1 1 1 1000
2232 ev 12:13:08.150015 12:13:08 150015 3 36.6 17087140 72.3 2 1 2 1000
2233 ev 12:13:08.150305 12:13:08 150305 6 36.2 17691186 72.5 1 1 1 1000
2234 ev 12:13:08.150334 12:13:08 150334 11 36.2 18651857 72.7 1 1 1 1000
2235 ev 12:13:08.150504 12:13:08 150504 14 36.2 17090415 72.3 1 1 1 1000
2236 ev 12:13:08.150767 12:13:08 150767 15 36.6 17726932 72.5 1 1 1 1000
2237 ev 12:13:08.151002 12:13:08 151002 6 36.9 14533399 71.6 3 2 1 333
2238 ev 12:13:08.151114 12:13:08 151114 9 36.6 11077754 70.4 1 1 1 1000
2239 ev 12:13:08.151202 12:13:08 151202 14 37.7 23830552 73.8 142 141 2 14
2240 ev 12:13:08.151434 12:13:08 151434 3 36.2 11640625 70.7 2 1 1 500
2241 ev 12:13:08.151664 12:13:08 151664 6 39.0 19083251 72.8 4 3 1 250
2242 ev 12:13:08.151722 12:13:08 151722 1 36.2 20521637 73.1 1 1 1 1000
2243 ev 12:13:08.152244 12:13:08 152244 8 36.2 13624570 71.3 1 1 1 1000
2244 ev 12:13:08.346681 12:13:08 346681 7 36.2 4104234 66.1 1 1 1 1000
2245 le 12:13:08.535619 12:13:08 535619 7 63.4 1699789310 92.3 6192 23 153 24
2246 ht 12:13:08.535691 12:13:08 535691 11 59.6 1273270529 91.0 7336 8 161 21
2247 ht 12:13:08.535802 12:13:08 535802 8 56.4 1403187744 91.5 7503 7 239 31
2248 ht 12:13:08.535808 12:13:08 535808 6 51.7 1023806778 90.1 6016 19 161 26
2249 ev 12:13:08.535827 12:13:08 535827 12 52.4 948021393 89.8 6909 9 174 25
2250 ev 12:13:08.535833 12:13:08 535833 10 49.7 987184125 89.9 5757 18 168 29
2251 ev 12:13:08.535854 12:13:08 535854 3 50.7 1079572010 90.3 7723 8 170 22
2252 ev 12:13:08.535888 12:13:08 535888 9 56.5 2144705884 93.3 5709 228 133 23
2253 ev 12:13:08.535892 12:13:08 535892 14 45.6 783735256 88.9 6265 44 148 23
2254 ev 12:13:08.535940 12:13:08 535940 2 49.2 846270757 89.3 5624 399 151 26
2255 ev 12:13:08.535942 12:13:08 535942 4 50.9 1212351306 90.8 7479 9 222 29
2256 ev 12:13:08.536038 12:13:08 536038 15 56.2 1408591681 91.5 7421 7 205 27
2257 ev 12:13:08.536058 12:13:08 536058 13 44.2 726247254 88.6 7670 2220 143 18
2258 ev 12:13:08.536116 12:13:08 536116 1 53.1 1649852672 92.2 8671 29 203 23
2259 ev 12:13:08.542172 12:13:08 542172 2 36.2 14350828 71.6 1 1 1 1000
2260 ev 12:13:08.542216 12:13:08 542216 9 37.7 24696335 73.9 2 1 1 500
2261 ev 12:13:08.542321 12:13:08 542321 10 38.0 98801528 79.9 1489 871 8 5
2262 ev 12:13:08.542948 12:13:08 542948 7 36.6 53155438 77.3 633 632 3 4
2263 ev 12:13:08.543042 12:13:08 543042 9 36.2 28413811 74.5 336 1 2 5
2264 ev 12:13:08.543137 12:13:08 543137 6 37.7 28327532 74.5 206 1 2 9
2265 ev 12:13:08.543309 12:13:08 543309 14 38.0 74430096 78.7 1201 941 5 4
2266 ev 12:13:08.543497 12:13:08 543497 12 36.6 19372874 72.9 1 1 1 1000
2267 ev 12:13:08.543787 12:13:08 543787 11 36.9 18925198 72.8 2 1 1 500
2268 ev 12:13:08.543850 12:13:08 543850 8 37.7 39295613 75.9 555 556 4 7
2269 ev 12:13:08.543982 12:13:08 543982 4 36.9 22125562 73.4 3 1 1 333
2270 ev 12:13:08.544208 12:13:08 544208 12 36.2 15339198 71.9 1 1 1 1000
2271 ev 12:13:08.544352 12:13:08 544352 15 36.2 17965088 72.5 1 1 1 1000
2272 ev 12:13:08.544748 12:13:08 544748 10 38.0 20489165 73.1 15 15 2 133
2273 ev 12:13:08.544762 12:13:08 544762 3 37.7 15935664 72.0 4 1 1 250
2274 ev 12:13:08.544880 12:13:08 544880 11 36.2 20506571 73.1 1 1 1 1000
2275 ev 12:13:08.544973 12:13:08 544973 8 36.9 14796914 71.7 2 1 1 500
2276 ev 12:13:08.545021 12:13:08 545021 15 36.2 16337955 72.1 1 1 1 1000
2277 ev 12:13:08.545072 12:13:08 545072 12 36.2 31998407 75.1 508 1 3 5
2278 ev 12:13:08.545095 12:13:08 545095 13 36.2 13444807 71.3 1 1 1 1000
2279 ev 12:13:08.545440 12:13:08 545440 9 36.9 30687567 74.9 349 1 3 8
2280 ev 12:13:08.546033 12:13:08 546033 6 36.2 11151119 70.5 1 1 1 1000
2281 ev 12:13:08.546203 12:13:08 546203 1 36.9 12869209 71.1 2 1 1 500
2282 ev 12:13:08.546265 12:13:08 546265 7 36.2 16222667 72.1 1 1 1 1000
2283 ev 12:13:08.547809 12:13:08 547809 10 36.2 9936945 70.0 3 1 2 666
2284 ev 12:13:08.548745 12:13:08 548745 6 36.2 8921438 69.5 1 1 1 1000
2285 le 12:14:33.459003 12:14:33 459003 14 70.4 22857863549 103.6 16970 48 1010 59
2286 ht 12:14:33.459013 12:14:33 459013 10 72.5 18795369149 102.7 17618 42 1010 57
2287 ht 12:14:33.459086 12:14:33 459086 9 64.2 13316895184 101.2 18364 103 1019 55
2288 ht 12:14:33.459105 12:14:33 459105 11 66.4 17726020713 102.5 19265 90 1029 53
2289 ev 12:14:33.459144 12:14:33 459144 12 63.3 14925805366 101.7 17471 310 1015 58
2290 ev 12:14:33.459150 12:14:33 459150 6 59.5 9224350669 99.6 19681 142 889 45
2291 ev 12:14:33.459205 12:14:33 459205 7 58.1 10654571107 100.3 16118 162 946 58
2292 ev 12:14:33.459274 12:14:33 459274 8 72.1 25981307871 104.1 17675 242 1074 60
2293 ev 12:14:33.459292 12:14:33 459292 15 62.1 15011010023 101.8 17297 1182 1055 60
2294 ev 12:14:33.459316 12:14:33 459316 3 61.5 10998344927 100.4 17590 250 878 49
2295 ev 12:14:33.459398 12:14:33 459398 13 56.8 12687719764 101.0 20214 596 981 48
2296 ev 12:14:33.459405 12:14:33 459405 4 60.0 13515465462 101.3 19321 328 1058 54
2297 ev 12:14:33.459466 12:14:33 459466 2 60.6 10310789146 100.1 15641 690 921 58
2298 ev 12:14:33.459478 12:14:33 459478 1 62.3 12124674640 100.8 18537 518 961 51
2299 ev 12:14:33.475682 12:14:33 475682 2 38.3 41389138 76.2 519 3 3 5
2300 ev 12:14:33.475864 12:14:33 475864 7 40.8 55873221 77.5 399 264 9 22
2301 ev 12:14:33.476570 12:14:33 476570 14 39.0 104591288 80.2 1388 1108 15 10
2302 ev 12:14:33.476929 12:14:33 476929 7 38.0 64288589 78.1 894 577 5 5
2303 ev 12:14:33.477175 12:14:33 477175 10 39.0 146066517 81.6 2404 1037 16 6
2304 ev 12:14:33.477543 12:14:33 477543 15 36.6 33685710 75.3 192 191 3 15
2305 ev 12:14:33.477582 12:14:33 477582 3 36.9 73804528 78.7 1057 350 6 5
2306 ev 12:14:33.477612 12:14:33 477612 12 37.7 25563334 74.1 159 2 2 12
2307 ev 12:14:33.478194 12:14:33 478194 9 37.3 39371972 76.0 530 164 3 5
2308 ev 12:14:33.478196 12:14:33 478196 8 36.2 19064909 72.8 1 1 1 1000
2309 ev 12:14:33.478363 12:14:33 478363 12 38.0 19241959 72.8 2 1 1 500
2310 ev 12:14:33.478443 12:14:33 478443 7 36.9 21357756 73.3 1 1 1 1000
2311 ev 12:14:33.478623 12:14:33 478623 1 36.6 25018804 74.0 172 171 2 11
2312 ev 12:14:33.479114 12:14:33 479114 15 38.7 60519458 77.8 1140 351 6 5
2313 ev 12:14:33.479137 12:14:33 479137 7 38.0 17307797 72.4 2 1 1 500
2314 ev 12:14:33.479142 12:14:33 479142 11 36.2 20468485 73.1 1 1 1 1000
2315 ev 12:14:33.479208 12:14:33 479208 14 38.3 20810980 73.2 3 2 1 333
2316 ev 12:14:33.479247 12:14:33 479247 12 36.2 15903754 72.0 1 1 1 1000
2317 ev 12:14:33.479366 12:14:33 479366 1 36.2 17734887 72.5 1 1 1 1000
2318 ev 12:14:33.479890 12:14:33 479890 11 37.3 15040591 71.8 3 1 1 333
2319 ev 12:14:33.480190 12:14:33 480190 1 37.3 17880494 72.5 2 1 1 500
2320 ev 12:14:33.480292 12:14:33 480292 8 36.6 15197896 71.8 1 1 1 1000
2321 ev 12:14:33.480398 12:14:33 480398 6 36.9 14332768 71.6 3 1 1 333
2322 ev 12:14:33.481142 12:14:33 481142 3 37.3 14488856 71.6 3 1 1 333
2323 ev 12:14:33.481357 12:14:33 481357 1 37.7 24339522 73.9 375 373 2 5
2324 ev 12:14:33.483071 12:14:33 483071 1 37.3 13434046 71.3 3 2 1 333
2325 le 12:14:33.668358 12:14:33 668358 14 46.2 22095617 73.4 28 3 4 142
2326 ht 12:14:33.668370 12:14:33 668370 10 42.4 19038988 72.8 39 2 5 128
2327 ht 12:14:33.668489 12:14:33 668489 9 44.4 26717992 74.3 36 1 4 111
2328 ht 12:14:33.668503 12:14:33 668503 11 45.1 45754360 76.6 510 1 8 15
2329 ev 12:14:33.668662 12:14:33 668662 15 36.9 7190901 68.6 1 1 1 1000
2330 ev 12:14:33.668762 12:14:33 668762 12 39.0 7768839 68.9 2 2 1 500
2331 ev 12:14:33.668815 12:14:33 668815 8 42.2 39639044 76.0 111 24 10 90
2332 ev 12:14:33.668868 12:14:33 668868 3 37.7 11725687 70.7 1 1 1 1000
2333 ev 12:14:33.669001 12:14:33 669001 4 38.3 12889048 71.1 40 40 2 50
2334 ev 12:14:33.669170 12:14:33 669170 1 37.7 12836644 71.1 130 1 2 15
2335 ev 12:14:33.669443 12:14:33 669443 2 44.4 22981145 73.6 22 7 5 227
2336 ev 12:14:33.669498 12:14:33 669498 15 38.3 15465154 71.9 54 1 2 37
2337 ev 12:14:33.669772 12:14:33 669772 7 38.0 10183804 70.1 1 1 1 1000
2338 le 12:14:39.412880 12:14:39 412880 14 74.1 63029015770 108.0 22063 38 1361 61
2339 ht 12:14:39.412888 12:14:39 412888 10 73.2 47897369964 106.8 23543 48 1355 57
2340 ht 12:14:39.412957 12:14:39 412957 9 74.1 55890059056 107.5 23832 99 1361 57
2341 ht 12:14:39.412968 12:14:39 412968 11 70.3 50918371079 107.1 25249 595 1380 54
2342 ev 12:14:39.413027 12:14:39 413027 12 66.5 38734868682 105.9 23941 294 1383 57
2343 ev 12:14:39.413034 12:14:39 413034 6 61.4 26967107511 104.3 22210 138 1221 54
2344 ev 12:14:39.413078 12:14:39 413078 7 59.3 27226385152 104.3 22792 1451 1344 58
2345 ev 12:14:39.413116 12:14:39 413116 15 67.2 38546684149 105.9 22919 1224 1429 62
2346 ev 12:14:39.413155 12:14:39 413155 8 73.7 87223211069 109.4 22098 221 1464 66
2347 ev 12:14:39.413190 12:14:39 413190 3 65.5 29962171074 104.8 24673 674 1243 50
2348 ev 12:14:39.413200 12:14:39 413200 1 61.5 31399483689 105.0 23765 669 1325 55
2349 ev 12:14:39.413278 12:14:39 413278 4 67.2 37087646672 105.7 22472 322 1417 63
2350 ev 12:14:39.413281 12:14:39 413281 13 60.8 35694825771 105.5 20573 338 1315 63
2351 ev 12:14:39.413341 12:14:39 413341 2 71.1 35052322891 105.4 20261 675 1307 64
2352 ev 12:14:39.434410 12:14:39 434410 2 36.9 39338284 75.9 504 25 4 7
2353 ev 12:14:39.434494 12:14:39 434494 13 39.8 107724557 80.3 1261 170 13 10
2354 ev 12:14:39.435793 12:14:39 435793 8 39.3 102193821 80.1 1426 159 7 4
2355 ev 12:14:39.436046 12:14:39 436046 14 38.7 95693525 79.8 1257 1175 11 8
2356 ev 12:14:39.436211 12:14:39 436211 6 37.3 57693405 77.6 657 657 5 7
2357 ev 12:14:39.436354 12:14:39 436354 4 37.3 23908783 73.8 1 1 1 1000
2358 ev 12:14:39.436369 12:14:39 436369 13 36.2 23961935 73.8 1 1 1 1000
2359 ev 12:14:39.436437 12:14:39 436437 7 36.9 65528778 78.2 993 525 5 5
2360 ev 12:14:39.436715 12:14:39 436715 15 38.0 69395885 78.4 898 677 7 7
2361 ev 12:14:39.436951 12:14:39 436951 4 39.0 64671697 78.1 952 70 8 8
2362 ev 12:14:39.437112 12:14:39 437112 13 38.7 81150020 79.1 1203 807 12 9
2363 ev 12:14:39.437227 12:14:39 437227 10 37.7 45731902 76.6 445 2 5 11
2364 ev 12:14:39.437510 12:14:39 437510 9 36.9 17284590 72.4 2 1 1 500
2365 ev 12:14:39.437629 12:14:39 437629 1 36.2 18813653 72.7 1 1 1 1000
2366 ev 12:14:39.437727 12:14:39 437727 12 36.6 32631742 75.1 466 1 2 4
2367 ev 12:14:39.437911 12:14:39 437911 14 39.8 31111756 74.9 186 185 2 10
2368 ev 12:14:39.438129 12:14:39 438129 7 36.6 23920761 73.8 143 1 3 20
2369 ev 12:14:39.438296 12:14:39 438296 6 37.3 20543347 73.1 2 1 1 500
2370 ev 12:14:39.438298 12:14:39 438298 9 36.2 20910172 73.2 1 1 1 1000
2371 ev 12:14:39.438419 12:14:39 438419 15 38.0 13587420 71.3 4 1 1 250
2372 ev 12:14:39.438420 12:14:39 438420 8 36.9 16001169 72.0 2 2 1 500
2373 ev 12:14:39.438705 12:14:39 438705 4 36.6 22518590 73.5 1 1 1 1000
2374 ev 12:14:39.438945 12:14:39 438945 1 36.6 22857061 73.6 34 1 2 58
2375 ev 12:14:39.439008 12:14:39 439008 12 36.2 15849104 72.0 1 1 1 1000
2376 ev 12:14:39.439371 12:14:39 439371 8 36.2 15678980 72.0 3 1 2 666
2377 ev 12:14:39.439721 12:14:39 439721 4 36.9 28738807 74.6 356 1 2 5
2378 ev 12:14:39.439920 12:14:39 439920 3 36.9 32327052 75.1 627 1 3 4
2379 ev 12:14:39.439944 12:14:39 439944 11 36.6 12550015 71.0 2 1 1 500
2380 ev 12:14:39.440313 12:14:39 440313 8 37.3 23913088 73.8 130 130 3 23
2381 ev 12:14:39.440516 12:14:39 440516 1 36.2 19588759 72.9 1 1 1 1000
2382 ev 12:14:39.441132 12:14:39 441132 15 37.3 9501902 69.8 2 1 1 500
2383 ev 12:14:39.441640 12:14:39 441640 1 36.9 15878488 72.0 2 1 1 500
2384 ev 12:14:39.442539 12:14:39 442539 10 36.2 9138071 69.6 1 1 1 1000
2385 ev 12:14:39.545070 12:14:39 545070 14 36.6 5085866 67.1 1 1 1 1000
2386 ev 12:14:39.545518 12:14:39 545518 8 40.3 14188284 71.5 61 47 4 65
2387 ev 12:14:39.546265 12:14:39 546265 8 36.2 5172239 67.1 1 1 1 1000
2388 ev 12:14:39.552120 12:14:39 552120 14 42.0 15761235 72.0 26 8 4 153
2389 ev 12:14:39.552137 12:14:39 552137 10 42.2 17914930 72.5 27 11 5 185
2390 ev 12:14:39.552359 12:14:39 552359 12 36.6 4736259 66.8 1 1 1 1000
2391 ev 12:14:39.552373 12:14:39 552373 6 38.3 5384473 67.3 8 1 2 250
2392 ev 12:14:39.552572 12:14:39 552572 8 46.2 28979677 74.6 15 16 3 200
2393 ev 12:14:39.553668 12:14:39 553668 14 39.3 8666812 69.4 9 10 2 222
2394 ev 12:14:39.577212 12:14:39 577212 14 41.5 5493772 67.4 2 2 1 500
2395 ev 12:14:39.577229 12:14:39 577229 10 38.0 4180313 66.2 1 1 1 1000
2396 ev 12:14:39.577660 12:14:39 577660 8 45.4 24689972 73.9 521 7 6 11
2397 ev 12:14:39.578306 12:14:39 578306 2 36.6 5890636 67.7 6 1 2 333
2398 ev 12:14:43.372527 12:14:43 372527 14 36.9 6587137 68.2 1 1 1 1000
2399 ev 12:14:43.374608 12:14:43 374608 10 46.5 47661478 76.8 111 38 7 63
2400 ev 12:14:43.374658 12:14:43 374658 14 50.5 118832817 80.7 338 3 6 17
2401 ev 12:14:43.374764 12:14:43 374764 9 45.6 25640349 74.1 25 1 3 120
2402 ev 12:14:43.374806 12:14:43 374806 11 46.5 34383146 75.4 34 1 4 117
2403 ev 12:14:43.374867 12:14:43 374867 6 39.3 10286833 70.1 11 1 3 272
2404 ev 12:14:43.374879 12:14:43 374879 12 46.4 51197226 77.1 77 8 7 90
2405 ev 12:14:43.374922 12:14:43 374922 15 40.6 49909968 77.0 1127 1114 8 7
2406 ev 12:14:43.374964 12:14:43 374964 7 40.3 14446184 71.6 16 1 3 187
2407 ev 12:14:43.375095 12:14:43 375095 8 42.8 37446981 75.7 95 53 10 105
2408 ev 12:14:43.375278 12:14:43 375278 13 42.4 44626746 76.5 574 286 8 13
2409 ev 12:14:43.375287 12:14:43 375287 4 43.0 43940820 76.4 122 46 11 90
2410 ev 12:14:43.375420 12:14:43 375420 3 40.1 22196307 73.5 143 1 4 27
2411 ev 12:14:43.375587 12:14:43 375587 1 37.3 19632740 72.9 10 1 2 200
2412 ev 12:14:43.375748 12:14:43 375748 2 47.1 70254556 78.5 307 8 10 32
2413 ev 12:14:43.376070 12:14:43 376070 10 37.7 12091109 70.8 10 10 2 200
2414 ev 12:14:43.376075 12:14:43 376075 7 38.3 13428244 71.3 15 14 2 133
2415 ev 12:14:43.376153 12:14:43 376153 14 42.0 44789104 76.5 284 12 10 35
2416 ev 12:14:43.376803 12:14:43 376803 9 36.2 11926692 70.8 1 1 1 1000
2417 ev 12:14:43.376923 12:14:43 376923 10 36.2 9734068 69.9 1 1 1 1000
2418 ev 12:14:43.587598 12:14:43 587598 10 38.0 4314784 66.3 1 1 1 1000
2419 le 12:14:43.749419 12:14:43 749419 10 50.8 84550267 79.3 62 7 8 129
2420 ht 12:14:43.749443 12:14:43 749443 14 51.0 57727468 77.6 362 2 9 24
2421 ht 12:14:43.749552 12:14:43 749552 9 44.8 15749725 72.0 10 1 2 200
2422 ht 12:14:43.749588 12:14:43 749588 11 41.1 17325202 72.4 19 1 3 157
2423 ev 12:14:43.749651 12:14:43 749651 6 44.5 18531515 72.7 37 2 5 135
2424 ev 12:14:43.749665 12:14:43 749665 12 42.0 30007817 74.8 147 1 6 40
2425 ev 12:14:43.749709 12:14:43 749709 15 38.3 10999523 70.4 7 1 2 285
2426 ev 12:14:43.749746 12:14:43 749746 7 44.0 23977563 73.8 30 6 5 166
2427 ev 12:14:43.749878 12:14:43 749878 8 42.2 43695272 76.4 437 26 13 29
2428 ev 12:14:43.749932 12:14:43 749932 3 42.6 25516639 74.1 418 1 5 11
2429 ev 12:14:43.750061 12:14:43 750061 13 36.9 26874454 74.3 296 20 3 10
2430 ev 12:14:43.750069 12:14:43 750069 4 46.6 50264816 77.0 208 7 11 52
2431 ev 12:14:43.750364 12:14:43 750364 1 40.8 28381059 74.5 301 5 6 19
2432 ev 12:14:43.750520 12:14:43 750520 2 45.1 33588951 75.3 72 19 6 83
2433 ev 12:14:43.750556 12:14:43 750556 15 42.8 40475349 76.1 281 13 9 32
2434 ev 12:14:43.750856 12:14:43 750856 7 40.3 18323960 72.6 63 1 3 47
2435 ev 12:14:43.750948 12:14:43 750948 14 44.2 40272566 76.1 255 15 7 27
2436 ev 12:14:43.751482 12:14:43 751482 9 40.6 12697307 71.0 9 1 2 222
2437 le 12:14:44.594758 12:14:44 594758 14 73.7 32894137201 105.2 21068 42 1205 57
2438 ht 12:14:44.594769 12:14:44 594769 10 71.8 28790814101 104.6 19775 46 1084 54
2439 ht 12:14:44.594849 12:14:44 594849 9 66.6 16854967810 102.3 19832 80 1170 58
2440 ht 12:14:44.594854 12:14:44 594854 11 64.2 21715116901 103.4 19356 91 1117 57
2441 ev 12:14:44.594898 12:14:44 594898 12 59.9 15752366929 102.0 20597 133 1166 56
2442 ev 12:14:44.594906 12:14:44 594906 6 58.1 13277008814 101.2 20365 144 969 47
2443 ev 12:14:44.594950 12:14:44 594950 15 63.3 18663691827 102.7 17922 1004 1224 68
2444 ev 12:14:44.594960 12:14:44 594960 7 56.2 14348767724 101.6 18851 1301 1108 58
2445 ev 12:14:44.595037 12:14:44 595037 8 71.3 35202678552 105.5 19680 219 1353 68
2446 ev 12:14:44.595072 12:14:44 595072 3 60.6 15116876310 101.8 20163 244 1008 49
2447 ev 12:14:44.595072 12:14:44 595072 1 58.8 17421079763 102.4 21072 691 1112 52
2448 ev 12:14:44.595101 12:14:44 595101 2 68.5 18605014918 102.7 17810 789 1119 62
2449 ev 12:14:44.595152 12:14:44 595152 13 57.2 17228637060 102.4 19409 346 1148 59
2450 ev 12:14:44.595167 12:14:44 595167 4 64.8 20722248946 103.2 18823 313 1221 64
2451 ev 12:14:44.613507 12:14:44 613507 15 37.3 42229093 76.3 297 174 3 10
2452 ev 12:14:44.613806 12:14:44 613806 2 36.6 33485921 75.2 288 2 3 10
2453 ev 12:14:44.614356 12:14:44 614356 7 38.0 70687915 78.5 859 414 7 8
2454 ev 12:14:44.614418 12:14:44 614418 15 38.3 91887431 79.6 1181 564 9 7
2455 ev 12:14:44.614889 12:14:44 614889 11 38.3 69000238 78.4 813 812 8 9
2456 ev 12:14:44.615006 12:14:44 615006 4 36.9 29339671 74.7 287 2 2 6
2457 ev 12:14:44.615109 12:14:44 615109 2 36.6 19198071 72.8 1 1 1 1000
2458 ev 12:14:44.615270 12:14:44 615270 10 37.3 67136540 78.3 932 639 6 6
2459 ev 12:14:44.615308 12:14:44 615308 9 37.3 44618231 76.5 424 1 4 9
